ID_Stasiun,Nama_Stasiun,Lokasi
ST07261,Stasiun Dumai,Pariaman
ST07262,Stasiun Sawahlunto,Solok
ST07263,Stasiun Bukittinggi,Banjarmasin
ST07264,Stasiun Kota Administrasi Jakarta Timur,Tangerang
ST07265,Stasiun Bukittinggi,Kota Administrasi Jakarta Barat
ST07266,Stasiun Kediri,Padang
ST07267,Stasiun Yogyakarta,Banda Aceh
ST07268,Stasiun Blitar,Mojokerto
ST07269,Stasiun Palopo,Magelang
ST07270,Stasiun Pematangsiantar,Padang
ST07271,Stasiun Kotamobagu,Lubuklinggau
ST07272,Stasiun Lhokseumawe,Madiun
ST07273,Stasiun Malang,Tanjungbalai
ST07274,Stasiun Tangerang,Dumai
ST07275,Stasiun Padang,Subulussalam
ST07276,Stasiun Medan,Kota Administrasi Jakarta Pusat
ST07277,Stasiun Purwokerto,Kota Administrasi Jakarta Selatan
ST07278,Stasiun Manado,Sabang
ST07279,Stasiun Sawahlunto,Meulaboh
ST07280,Stasiun Banjarbaru,Medan
ST07281,Stasiun Palembang,Samarinda
ST07282,Stasiun Madiun,Banda Aceh
ST07283,Stasiun Tidore Kepulauan,Pagaralam
ST07284,Stasiun Palu,Kupang
ST07285,Stasiun Kota Administrasi Jakarta Timur,Samarinda
ST07286,Stasiun Medan,Pontianak
ST07287,Stasiun Sungai Penuh,Bukittinggi
ST07288,Stasiun Cirebon,Singkawang
ST07289,Stasiun Palu,Metro
ST07290,Stasiun Bekasi,Cirebon
ST07291,Stasiun Yogyakarta,Magelang
ST07292,Stasiun Pematangsiantar,Jayapura
ST07293,Stasiun Banda Aceh,Cimahi
ST07294,Stasiun Pontianak,Tanjungpinang
ST07295,Stasiun Sorong,Pekalongan
ST07296,Stasiun Makassar,Batam
ST07297,Stasiun Tegal,Sungai Penuh
ST07298,Stasiun Salatiga,Palopo
ST07299,Stasiun Padang,Pekanbaru
ST07300,Stasiun Meulaboh,Kendari
ST07301,Stasiun Ternate,Malang
ST07302,Stasiun Sungai Penuh,Sungai Penuh
ST07303,Stasiun Ternate,Solok
ST07304,Stasiun Parepare,Prabumulih
ST07305,Stasiun Dumai,Purwokerto
ST07306,Stasiun Kendari,Kota Administrasi Jakarta Timur
ST07307,Stasiun Lhokseumawe,Ambon
ST07308,Stasiun Cimahi,Singkawang
ST07309,Stasiun Tegal,Palangkaraya
ST07310,Stasiun Surakarta,Singkawang
ST07311,Stasiun Banjar,Metro
ST07312,Stasiun Sorong,Bontang
ST07313,Stasiun Singkawang,Sawahlunto
ST07314,Stasiun Binjai,Madiun
ST07315,Stasiun Tanjungpinang,Bukittinggi
ST07316,Stasiun Denpasar,Subulussalam
ST07317,Stasiun Bima,Langsa
ST07318,Stasiun Tebingtinggi,Jayapura
ST07319,Stasiun Bekasi,Prabumulih
ST07320,Stasiun Tangerang,Bandar Lampung
ST07321,Stasiun Palopo,Tarakan
ST07322,Stasiun Bekasi,Cimahi
ST07323,Stasiun Padang Sidempuan,Denpasar
ST07324,Stasiun Bukittinggi,Jayapura
ST07325,Stasiun Cirebon,Padang Sidempuan
ST07326,Stasiun Depok,Langsa
ST07327,Stasiun Padang Sidempuan,Ternate
ST07328,Stasiun Probolinggo,Sibolga
ST07329,Stasiun Bau-Bau,Tanjungpinang
ST07330,Stasiun Tidore Kepulauan,Banjarmasin
ST07331,Stasiun Tanjungbalai,Bengkulu
ST07332,Stasiun Dumai,Singkawang
ST07333,Stasiun Denpasar,Magelang
ST07334,Stasiun Serang,Tidore Kepulauan
ST07335,Stasiun Batam,Bogor
ST07336,Stasiun Jambi,Sungai Penuh
ST07337,Stasiun Ternate,Jayapura
ST07338,Stasiun Padang Sidempuan,Sawahlunto
ST07339,Stasiun Cimahi,Meulaboh
ST07340,Stasiun Tomohon,Blitar
ST07341,Stasiun Sukabumi,Binjai
ST07342,Stasiun Sungai Penuh,Samarinda
ST07343,Stasiun Tebingtinggi,Purwokerto
ST07344,Stasiun Cilegon,Madiun
ST07345,Stasiun Sungai Penuh,Kupang
ST07346,Stasiun Magelang,Sawahlunto
ST07347,Stasiun Medan,Medan
ST07348,Stasiun Batu,Tarakan
ST07349,Stasiun Cimahi,Pangkalpinang
ST07350,Stasiun Serang,Tarakan
ST07351,Stasiun Bitung,Kendari
ST07352,Stasiun Bengkulu,Kotamobagu
ST07353,Stasiun Kupang,Banjarbaru
ST07354,Stasiun Sabang,Pontianak
ST07355,Stasiun Pagaralam,Palu
ST07356,Stasiun Mojokerto,Tegal
ST07357,Stasiun Kota Administrasi Jakarta Pusat,Meulaboh
ST07358,Stasiun Sawahlunto,Palu
ST07359,Stasiun Ambon,Jambi
ST07360,Stasiun Banjarmasin,Tasikmalaya
ST07361,Stasiun Bima,Tual
ST07362,Stasiun Jayapura,Tarakan
ST07363,Stasiun Yogyakarta,Sabang
ST07364,Stasiun Tomohon,Langsa
ST07365,Stasiun Palopo,Pematangsiantar
ST07366,Stasiun Tegal,Tomohon
ST07367,Stasiun Pontianak,Magelang
ST07368,Stasiun Tangerang Selatan,Subulussalam
ST07369,Stasiun Tomohon,Pasuruan
ST07370,Stasiun Tarakan,Bukittinggi
ST07371,Stasiun Magelang,Bukittinggi
ST07372,Stasiun Payakumbuh,Kendari
ST07373,Stasiun Sungai Penuh,Singkawang
ST07374,Stasiun Pagaralam,Probolinggo
ST07375,Stasiun Binjai,Surabaya
ST07376,Stasiun Bitung,Depok
ST07377,Stasiun Bengkulu,Dumai
ST07378,Stasiun Manado,Tangerang
ST07379,Stasiun Kota Administrasi Jakarta Barat,Sukabumi
ST07380,Stasiun Pariaman,Tegal
ST07381,Stasiun Langsa,Parepare
ST07382,Stasiun Ternate,Tebingtinggi
ST07383,Stasiun Balikpapan,Depok
ST07384,Stasiun Bandung,Mojokerto
ST07385,Stasiun Batu,Tangerang Selatan
ST07386,Stasiun Binjai,Bukittinggi
ST07387,Stasiun Langsa,Blitar
ST07388,Stasiun Bitung,Padangpanjang
ST07389,Stasiun Tomohon,Cimahi
ST07390,Stasiun Makassar,Tual
ST07391,Stasiun Magelang,Malang
ST07392,Stasiun Pontianak,Kupang
ST07393,Stasiun Sukabumi,Palopo
ST07394,Stasiun Pontianak,Kota Administrasi Jakarta Selatan
ST07395,Stasiun Subulussalam,Dumai
ST07396,Stasiun Depok,Bontang
ST07397,Stasiun Yogyakarta,Ambon
ST07398,Stasiun Bengkulu,Samarinda
ST07399,Stasiun Sabang,Sungai Penuh
ST07400,Stasiun Tangerang,Sorong
ST07401,Stasiun Pangkalpinang,Gorontalo
ST07402,Stasiun Tanjungpinang,Banjarmasin
ST07403,Stasiun Tidore Kepulauan,Subulussalam
ST07404,Stasiun Samarinda,Surabaya
ST07405,Stasiun Kota Administrasi Jakarta Utara,Ambon
ST07406,Stasiun Tidore Kepulauan,Tebingtinggi
ST07407,Stasiun Malang,Banjarmasin
ST07408,Stasiun Kota Administrasi Jakarta Selatan,Gorontalo
ST07409,Stasiun Tangerang,Surabaya
ST07410,Stasiun Tomohon,Bandar Lampung
ST07411,Stasiun Bogor,Banjarbaru
ST07412,Stasiun Palembang,Pariaman
ST07413,Stasiun Madiun,Medan
ST07414,Stasiun Tual,Lhokseumawe
ST07415,Stasiun Tual,Cirebon
ST07416,Stasiun Tual,Padang
ST07417,Stasiun Parepare,Kota Administrasi Jakarta Barat
ST07418,Stasiun Sukabumi,Sibolga
ST07419,Stasiun Tebingtinggi,Subulussalam
ST07420,Stasiun Blitar,Cilegon
ST07421,Stasiun Kediri,Tangerang Selatan
ST07422,Stasiun Kota Administrasi Jakarta Utara,Bau-Bau
ST07423,Stasiun Mojokerto,Bogor
ST07424,Stasiun Palembang,Tarakan
ST07425,Stasiun Probolinggo,Tangerang
ST07426,Stasiun Madiun,Bandung
ST07427,Stasiun Sabang,Bengkulu
ST07428,Stasiun Tangerang,Pontianak
ST07429,Stasiun Pekanbaru,Banda Aceh
ST07430,Stasiun Binjai,Pagaralam
ST07431,Stasiun Bandung,Pangkalpinang
ST07432,Stasiun Tomohon,Probolinggo
ST07433,Stasiun Solok,Sukabumi
ST07434,Stasiun Bontang,Salatiga
ST07435,Stasiun Padang Sidempuan,Bandung
ST07436,Stasiun Lhokseumawe,Samarinda
ST07437,Stasiun Denpasar,Depok
ST07438,Stasiun Binjai,Kota Administrasi Jakarta Selatan
ST07439,Stasiun Magelang,Kupang
ST07440,Stasiun Samarinda,Cirebon
ST07441,Stasiun Bekasi,Tebingtinggi
ST07442,Stasiun Bogor,Tanjungpinang
ST07443,Stasiun Langsa,Cirebon
ST07444,Stasiun Semarang,Palu
ST07445,Stasiun Pagaralam,Subulussalam
ST07446,Stasiun Lubuklinggau,Jayapura
ST07447,Stasiun Kota Administrasi Jakarta Timur,Meulaboh
ST07448,Stasiun Payakumbuh,Tanjungbalai
ST07449,Stasiun Jambi,Bau-Bau
ST07450,Stasiun Kediri,Yogyakarta
ST07451,Stasiun Makassar,Banjarmasin
ST07452,Stasiun Madiun,Tual
ST07453,Stasiun Tomohon,Tasikmalaya
ST07454,Stasiun Singkawang,Bogor
ST07455,Stasiun Banda Aceh,Dumai
ST07456,Stasiun Bau-Bau,Bandung
ST07457,Stasiun Bontang,Manado
ST07458,Stasiun Banjar,Binjai
ST07459,Stasiun Sorong,Bogor
ST07460,Stasiun Ternate,Padang Sidempuan
ST07461,Stasiun Batu,Kota Administrasi Jakarta Selatan
ST07462,Stasiun Sibolga,Tasikmalaya
ST07463,Stasiun Metro,Subulussalam
ST07464,Stasiun Mojokerto,Probolinggo
ST07465,Stasiun Surabaya,Tanjungbalai
ST07466,Stasiun Kendari,Subulussalam
ST07467,Stasiun Sibolga,Serang
ST07468,Stasiun Pematangsiantar,Tangerang
ST07469,Stasiun Bukittinggi,Parepare
ST07470,Stasiun Bekasi,Palangkaraya
ST07471,Stasiun Sorong,Parepare
ST07472,Stasiun Ambon,Palu
ST07473,Stasiun Probolinggo,Lubuklinggau
ST07474,Stasiun Depok,Balikpapan
ST07475,Stasiun Palangkaraya,Bekasi
ST07476,Stasiun Purwokerto,Metro
ST07477,Stasiun Bitung,Denpasar
ST07478,Stasiun Salatiga,Gorontalo
ST07479,Stasiun Probolinggo,Yogyakarta
ST07480,Stasiun Batu,Solok
ST07481,Stasiun Singkawang,Pagaralam
ST07482,Stasiun Kediri,Mataram
ST07483,Stasiun Bengkulu,Bogor
ST07484,Stasiun Tebingtinggi,Kupang
ST07485,Stasiun Singkawang,Bukittinggi
ST07486,Stasiun Lubuklinggau,Kota Administrasi Jakarta Timur
ST07487,Stasiun Bau-Bau,Serang
ST07488,Stasiun Pontianak,Magelang
ST07489,Stasiun Palopo,Magelang
ST07490,Stasiun Cirebon,Cirebon
ST07491,Stasiun Binjai,Balikpapan
ST07492,Stasiun Parepare,Dumai
ST07493,Stasiun Tanjungbalai,Tomohon
ST07494,Stasiun Tidore Kepulauan,Malang
ST07495,Stasiun Banjarmasin,Tangerang
ST07496,Stasiun Banjar,Yogyakarta
ST07497,Stasiun Mataram,Sorong
ST07498,Stasiun Banjarbaru,Tangerang
ST07499,Stasiun Yogyakarta,Blitar
ST07500,Stasiun Probolinggo,Bogor
ST07501,Stasiun Sungai Penuh,Tual
ST07502,Stasiun Kupang,Batu
ST07503,Stasiun Cimahi,Pangkalpinang
ST07504,Stasiun Palopo,Batu
ST07505,Stasiun Batam,Madiun
ST07506,Stasiun Mojokerto,Pekanbaru
ST07507,Stasiun Palembang,Payakumbuh
ST07508,Stasiun Metro,Jayapura
ST07509,Stasiun Mojokerto,Ternate
ST07510,Stasiun Dumai,Magelang
ST07511,Stasiun Pangkalpinang,Tual
ST07512,Stasiun Bandar Lampung,Pontianak
ST07513,Stasiun Mataram,Balikpapan
ST07514,Stasiun Padangpanjang,Binjai
ST07515,Stasiun Medan,Depok
ST07516,Stasiun Batu,Madiun
ST07517,Stasiun Banjarmasin,Mojokerto
ST07518,Stasiun Pasuruan,Pekanbaru
ST07519,Stasiun Bogor,Magelang
ST07520,Stasiun Tangerang,Mojokerto
ST07521,Stasiun Dumai,Kota Administrasi Jakarta Timur
ST07522,Stasiun Denpasar,Palu
ST07523,Stasiun Meulaboh,Yogyakarta
ST07524,Stasiun Ambon,Pariaman
ST07525,Stasiun Pontianak,Banjarmasin
ST07526,Stasiun Gorontalo,Dumai
ST07527,Stasiun Bontang,Padangpanjang
ST07528,Stasiun Jambi,Bukittinggi
ST07529,Stasiun Pekalongan,Binjai
ST07530,Stasiun Bekasi,Kota Administrasi Jakarta Selatan
ST07531,Stasiun Banjarbaru,Banjarbaru
ST07532,Stasiun Semarang,Tangerang
ST07533,Stasiun Serang,Cilegon
ST07534,Stasiun Singkawang,Palopo
ST07535,Stasiun Ternate,Bengkulu
ST07536,Stasiun Kendari,Kota Administrasi Jakarta Barat
ST07537,Stasiun Kota Administrasi Jakarta Selatan,Pariaman
ST07538,Stasiun Semarang,Tarakan
ST07539,Stasiun Serang,Bitung
ST07540,Stasiun Kupang,Solok
ST07541,Stasiun Solok,Kotamobagu
ST07542,Stasiun Tanjungpinang,Kota Administrasi Jakarta Barat
ST07543,Stasiun Bandung,Salatiga
ST07544,Stasiun Depok,Sungai Penuh
ST07545,Stasiun Denpasar,Sawahlunto
ST07546,Stasiun Tarakan,Langsa
ST07547,Stasiun Pangkalpinang,Jambi
ST07548,Stasiun Banjar,Banda Aceh
ST07549,Stasiun Sawahlunto,Bukittinggi
ST07550,Stasiun Mataram,Tomohon
ST07551,Stasiun Madiun,Tasikmalaya
ST07552,Stasiun Sungai Penuh,Metro
ST07553,Stasiun Samarinda,Subulussalam
ST07554,Stasiun Makassar,Mojokerto
ST07555,Stasiun Kota Administrasi Jakarta Pusat,Samarinda
ST07556,Stasiun Cilegon,Pagaralam
ST07557,Stasiun Tanjungpinang,Probolinggo
ST07558,Stasiun Binjai,Jayapura
ST07559,Stasiun Solok,Sorong
ST07560,Stasiun Bima,Padang
ST07561,Stasiun Pasuruan,Madiun
ST07562,Stasiun Tanjungpinang,Tanjungbalai
ST07563,Stasiun Singkawang,Palu
ST07564,Stasiun Makassar,Bima
ST07565,Stasiun Semarang,Sibolga
ST07566,Stasiun Dumai,Bengkulu
ST07567,Stasiun Salatiga,Palu
ST07568,Stasiun Palangkaraya,Sukabumi
ST07569,Stasiun Batam,Bogor
ST07570,Stasiun Meulaboh,Metro
ST07571,Stasiun Tidore Kepulauan,Pariaman
ST07572,Stasiun Meulaboh,Palu
ST07573,Stasiun Medan,Bontang
ST07574,Stasiun Kota Administrasi Jakarta Utara,Tegal
ST07575,Stasiun Tangerang Selatan,Bandung
ST07576,Stasiun Semarang,Depok
ST07577,Stasiun Banjarbaru,Padangpanjang
ST07578,Stasiun Samarinda,Serang
ST07579,Stasiun Mataram,Cimahi
ST07580,Stasiun Makassar,Surabaya
ST07581,Stasiun Tanjungbalai,Palangkaraya
ST07582,Stasiun Tangerang Selatan,Ternate
ST07583,Stasiun Gorontalo,Gorontalo
ST07584,Stasiun Pagaralam,Tarakan
ST07585,Stasiun Bandung,Tual
ST07586,Stasiun Tarakan,Batu
ST07587,Stasiun Pekalongan,Yogyakarta
ST07588,Stasiun Makassar,Lhokseumawe
ST07589,Stasiun Tangerang Selatan,Kupang
ST07590,Stasiun Palangkaraya,Manado
ST07591,Stasiun Banjar,Padang Sidempuan
ST07592,Stasiun Cimahi,Payakumbuh
ST07593,Stasiun Tanjungbalai,Bima
ST07594,Stasiun Cimahi,Sukabumi
ST07595,Stasiun Langsa,Tarakan
ST07596,Stasiun Bekasi,Makassar
ST07597,Stasiun Singkawang,Bitung
ST07598,Stasiun Bima,Kota Administrasi Jakarta Timur
ST07599,Stasiun Kota Administrasi Jakarta Timur,Bitung
ST07600,Stasiun Tarakan,Tual
ST07601,Stasiun Batu,Jambi
ST07602,Stasiun Bau-Bau,Medan
ST07603,Stasiun Surabaya,Bontang
ST07604,Stasiun Probolinggo,Surakarta
ST07605,Stasiun Bitung,Samarinda
ST07606,Stasiun Bontang,Mataram
ST07607,Stasiun Salatiga,Sungai Penuh
ST07608,Stasiun Banjarmasin,Jayapura
ST07609,Stasiun Kota Administrasi Jakarta Utara,Ternate
ST07610,Stasiun Palopo,Tangerang Selatan
ST07611,Stasiun Bogor,Pematangsiantar
ST07612,Stasiun Purwokerto,Kupang
ST07613,Stasiun Pariaman,Cirebon
ST07614,Stasiun Semarang,Madiun
ST07615,Stasiun Palu,Tanjungpinang
ST07616,Stasiun Dumai,Tual
ST07617,Stasiun Tual,Tebingtinggi
ST07618,Stasiun Binjai,Sabang
ST07619,Stasiun Bandar Lampung,Palembang
ST07620,Stasiun Cimahi,Magelang
ST07621,Stasiun Bogor,Mojokerto
ST07622,Stasiun Depok,Bitung
ST07623,Stasiun Tarakan,Bima
ST07624,Stasiun Jayapura,Surabaya
ST07625,Stasiun Makassar,Cilegon
ST07626,Stasiun Kupang,Kendari
ST07627,Stasiun Bekasi,Salatiga
ST07628,Stasiun Langsa,Sabang
ST07629,Stasiun Tanjungbalai,Kotamobagu
ST07630,Stasiun Singkawang,Jambi
ST07631,Stasiun Padang,Kotamobagu
ST07632,Stasiun Makassar,Serang
ST07633,Stasiun Lubuklinggau,Ambon
ST07634,Stasiun Langsa,Batu
ST07635,Stasiun Salatiga,Sungai Penuh
ST07636,Stasiun Probolinggo,Banjar
ST07637,Stasiun Cirebon,Gorontalo
ST07638,Stasiun Sukabumi,Palembang
ST07639,Stasiun Cirebon,Madiun
ST07640,Stasiun Jambi,Kendari
ST07641,Stasiun Bandar Lampung,Sawahlunto
ST07642,Stasiun Tangerang Selatan,Magelang
ST07643,Stasiun Ambon,Kota Administrasi Jakarta Selatan
ST07644,Stasiun Padang Sidempuan,Bogor
ST07645,Stasiun Sabang,Tangerang Selatan
ST07646,Stasiun Dumai,Kota Administrasi Jakarta Utara
ST07647,Stasiun Sukabumi,Bekasi
ST07648,Stasiun Lhokseumawe,Kota Administrasi Jakarta Selatan
ST07649,Stasiun Pekanbaru,Kendari
ST07650,Stasiun Bandar Lampung,Pontianak
ST07651,Stasiun Tangerang,Kupang
ST07652,Stasiun Pagaralam,Bitung
ST07653,Stasiun Kota Administrasi Jakarta Utara,Singkawang
ST07654,Stasiun Lubuklinggau,Singkawang
ST07655,Stasiun Palopo,Pasuruan
ST07656,Stasiun Tarakan,Gorontalo
ST07657,Stasiun Batam,Subulussalam
ST07658,Stasiun Semarang,Bima
ST07659,Stasiun Parepare,Tidore Kepulauan
ST07660,Stasiun Sibolga,Lhokseumawe
ST07661,Stasiun Ternate,Pematangsiantar
ST07662,Stasiun Sibolga,Batu
ST07663,Stasiun Payakumbuh,Prabumulih
ST07664,Stasiun Palembang,Tegal
ST07665,Stasiun Bandar Lampung,Mojokerto
ST07666,Stasiun Subulussalam,Mojokerto
ST07667,Stasiun Blitar,Pematangsiantar
ST07668,Stasiun Magelang,Malang
ST07669,Stasiun Padang Sidempuan,Bontang
ST07670,Stasiun Kotamobagu,Bekasi
ST07671,Stasiun Sibolga,Mataram
ST07672,Stasiun Kota Administrasi Jakarta Pusat,Pariaman
ST07673,Stasiun Cimahi,Batam
ST07674,Stasiun Malang,Pekalongan
ST07675,Stasiun Mataram,Tebingtinggi
ST07676,Stasiun Dumai,Banjarbaru
ST07677,Stasiun Palembang,Bitung
ST07678,Stasiun Cirebon,Batu
ST07679,Stasiun Tual,Palu
ST07680,Stasiun Solok,Balikpapan
ST07681,Stasiun Tanjungpinang,Batu
ST07682,Stasiun Sabang,Denpasar
ST07683,Stasiun Banjarbaru,Palopo
ST07684,Stasiun Blitar,Tanjungbalai
ST07685,Stasiun Blitar,Bukittinggi
ST07686,Stasiun Subulussalam,Mojokerto
ST07687,Stasiun Denpasar,Batu
ST07688,Stasiun Palu,Tidore Kepulauan
ST07689,Stasiun Metro,Payakumbuh
ST07690,Stasiun Tanjungbalai,Bima
ST07691,Stasiun Lubuklinggau,Probolinggo
ST07692,Stasiun Binjai,Palembang
ST07693,Stasiun Bitung,Padangpanjang
ST07694,Stasiun Sabang,Yogyakarta
ST07695,Stasiun Bitung,Tarakan
ST07696,Stasiun Semarang,Jambi
ST07697,Stasiun Pariaman,Surakarta
ST07698,Stasiun Payakumbuh,Bandar Lampung
ST07699,Stasiun Bitung,Bandar Lampung
ST07700,Stasiun Purwokerto,Sawahlunto
ST07701,Stasiun Meulaboh,Pagaralam
ST07702,Stasiun Tomohon,Padangpanjang
ST07703,Stasiun Kotamobagu,Probolinggo
ST07704,Stasiun Balikpapan,Prabumulih
ST07705,Stasiun Jayapura,Parepare
ST07706,Stasiun Palu,Lubuklinggau
ST07707,Stasiun Kota Administrasi Jakarta Timur,Kediri
ST07708,Stasiun Mataram,Sungai Penuh
ST07709,Stasiun Tomohon,Subulussalam
ST07710,Stasiun Pontianak,Sungai Penuh
ST07711,Stasiun Tanjungbalai,Bima
ST07712,Stasiun Bandar Lampung,Tarakan
ST07713,Stasiun Bandung,Bau-Bau
ST07714,Stasiun Pangkalpinang,Payakumbuh
ST07715,Stasiun Surabaya,Kupang
ST07716,Stasiun Surakarta,Sorong
ST07717,Stasiun Palu,Metro
ST07718,Stasiun Bau-Bau,Kota Administrasi Jakarta Pusat
ST07719,Stasiun Mojokerto,Yogyakarta
ST07720,Stasiun Sibolga,Padang
ST07721,Stasiun Probolinggo,Pariaman
ST07722,Stasiun Kendari,Padang Sidempuan
ST07723,Stasiun Manado,Cimahi
ST07724,Stasiun Tual,Bekasi
ST07725,Stasiun Pekalongan,Kendari
ST07726,Stasiun Sungai Penuh,Kota Administrasi Jakarta Selatan
ST07727,Stasiun Sabang,Bekasi
ST07728,Stasiun Kota Administrasi Jakarta Timur,Ambon
ST07729,Stasiun Serang,Pangkalpinang
ST07730,Stasiun Tebingtinggi,Tidore Kepulauan
ST07731,Stasiun Tanjungbalai,Padang
ST07732,Stasiun Tanjungbalai,Banjarbaru
ST07733,Stasiun Pontianak,Palu
ST07734,Stasiun Bekasi,Malang
ST07735,Stasiun Tual,Semarang
ST07736,Stasiun Tanjungpinang,Bitung
ST07737,Stasiun Padang Sidempuan,Batu
ST07738,Stasiun Kota Administrasi Jakarta Pusat,Meulaboh
ST07739,Stasiun Salatiga,Tebingtinggi
ST07740,Stasiun Banjar,Kota Administrasi Jakarta Barat
ST07741,Stasiun Surabaya,Mojokerto
ST07742,Stasiun Bandung,Tangerang Selatan
ST07743,Stasiun Sawahlunto,Samarinda
ST07744,Stasiun Medan,Depok
ST07745,Stasiun Serang,Surakarta
ST07746,Stasiun Tomohon,Sorong
ST07747,Stasiun Tarakan,Batam
ST07748,Stasiun Kendari,Surakarta
ST07749,Stasiun Bau-Bau,Padang
ST07750,Stasiun Bima,Tidore Kepulauan
ST07751,Stasiun Tidore Kepulauan,Padang
ST07752,Stasiun Singkawang,Malang
ST07753,Stasiun Padang,Batam
ST07754,Stasiun Sungai Penuh,Cilegon
ST07755,Stasiun Palangkaraya,Balikpapan
ST07756,Stasiun Semarang,Bima
ST07757,Stasiun Purwokerto,Yogyakarta
ST07758,Stasiun Tangerang,Jayapura
ST07759,Stasiun Pariaman,Tanjungpinang
ST07760,Stasiun Banda Aceh,Tidore Kepulauan
ST07761,Stasiun Lhokseumawe,Palu
ST07762,Stasiun Kota Administrasi Jakarta Utara,Tebingtinggi
ST07763,Stasiun Surakarta,Cilegon
ST07764,Stasiun Pematangsiantar,Sungai Penuh
ST07765,Stasiun Salatiga,Palopo
ST07766,Stasiun Salatiga,Sabang
ST07767,Stasiun Mojokerto,Cimahi
ST07768,Stasiun Sungai Penuh,Banjarbaru
ST07769,Stasiun Tegal,Kota Administrasi Jakarta Selatan
ST07770,Stasiun Serang,Banda Aceh
ST07771,Stasiun Salatiga,Probolinggo
ST07772,Stasiun Pariaman,Surakarta
ST07773,Stasiun Kota Administrasi Jakarta Pusat,Meulaboh
ST07774,Stasiun Kupang,Cirebon
ST07775,Stasiun Parepare,Kota Administrasi Jakarta Pusat
ST07776,Stasiun Malang,Yogyakarta
ST07777,Stasiun Tangerang Selatan,Kediri
ST07778,Stasiun Payakumbuh,Parepare
ST07779,Stasiun Batam,Ternate
ST07780,Stasiun Palangkaraya,Meulaboh
ST07781,Stasiun Tasikmalaya,Mojokerto
ST07782,Stasiun Mojokerto,Kota Administrasi Jakarta Pusat
ST07783,Stasiun Tangerang,Padangpanjang
ST07784,Stasiun Lubuklinggau,Depok
ST07785,Stasiun Tebingtinggi,Gorontalo
ST07786,Stasiun Tebingtinggi,Banda Aceh
ST07787,Stasiun Semarang,Binjai
ST07788,Stasiun Pasuruan,Kupang
ST07789,Stasiun Ternate,Blitar
ST07790,Stasiun Sukabumi,Pekanbaru
ST07791,Stasiun Padang,Sawahlunto
ST07792,Stasiun Balikpapan,Banjarbaru
ST07793,Stasiun Blitar,Surabaya
ST07794,Stasiun Binjai,Padang Sidempuan
ST07795,Stasiun Pontianak,Purwokerto
ST07796,Stasiun Jayapura,Kediri
ST07797,Stasiun Bandar Lampung,Manado
ST07798,Stasiun Magelang,Singkawang
ST07799,Stasiun Lubuklinggau,Ambon
ST07800,Stasiun Tanjungpinang,Prabumulih
ST07801,Stasiun Magelang,Banjar
ST07802,Stasiun Kota Administrasi Jakarta Utara,Padangpanjang
ST07803,Stasiun Sorong,Kediri
ST07804,Stasiun Padang Sidempuan,Bekasi
ST07805,Stasiun Medan,Pontianak
ST07806,Stasiun Bengkulu,Makassar
ST07807,Stasiun Sorong,Ternate
ST07808,Stasiun Padang Sidempuan,Kota Administrasi Jakarta Selatan
ST07809,Stasiun Surabaya,Semarang
ST07810,Stasiun Solok,Dumai
ST07811,Stasiun Serang,Pontianak
ST07812,Stasiun Bau-Bau,Tomohon
ST07813,Stasiun Langsa,Salatiga
ST07814,Stasiun Makassar,Sukabumi
ST07815,Stasiun Payakumbuh,Kediri
ST07816,Stasiun Solok,Palangkaraya
ST07817,Stasiun Lubuklinggau,Manado
ST07818,Stasiun Tarakan,Tebingtinggi
ST07819,Stasiun Bitung,Jambi
ST07820,Stasiun Tomohon,Ambon
ST07821,Stasiun Balikpapan,Binjai
ST07822,Stasiun Makassar,Tomohon
ST07823,Stasiun Binjai,Tanjungpinang
ST07824,Stasiun Kupang,Jayapura
ST07825,Stasiun Denpasar,Ternate
ST07826,Stasiun Prabumulih,Sungai Penuh
ST07827,Stasiun Tebingtinggi,Ambon
ST07828,Stasiun Sukabumi,Semarang
ST07829,Stasiun Semarang,Binjai
ST07830,Stasiun Subulussalam,Tangerang Selatan
ST07831,Stasiun Semarang,Subulussalam
ST07832,Stasiun Pematangsiantar,Banjarmasin
ST07833,Stasiun Sawahlunto,Kota Administrasi Jakarta Barat
ST07834,Stasiun Medan,Batu
ST07835,Stasiun Bukittinggi,Tanjungbalai
ST07836,Stasiun Pangkalpinang,Pangkalpinang
ST07837,Stasiun Balikpapan,Tanjungbalai
ST07838,Stasiun Tomohon,Batu
ST07839,Stasiun Cimahi,Surakarta
ST07840,Stasiun Mataram,Bandar Lampung
ST07841,Stasiun Kota Administrasi Jakarta Selatan,Makassar
ST07842,Stasiun Mataram,Tidore Kepulauan
ST07843,Stasiun Tual,Kotamobagu
ST07844,Stasiun Tegal,Bandung
ST07845,Stasiun Bima,Bandung
ST07846,Stasiun Palembang,Banjar
ST07847,Stasiun Banjarbaru,Kupang
ST07848,Stasiun Bitung,Meulaboh
ST07849,Stasiun Kota Administrasi Jakarta Timur,Sabang
ST07850,Stasiun Langsa,Pariaman
ST07851,Stasiun Binjai,Sawahlunto
ST07852,Stasiun Mataram,Kotamobagu
ST07853,Stasiun Cilegon,Semarang
ST07854,Stasiun Kota Administrasi Jakarta Timur,Surabaya
ST07855,Stasiun Langsa,Medan
ST07856,Stasiun Tebingtinggi,Singkawang
