ID_Perjalanan,ID_StasiunAwal,ID_StasiunTujuan,ID_Kereta,Tgl_Keberangkatan,Waktu_Keberangkatan,Tgl_Tiba,Waktu_Tiba,Harga_Tiket
PRJ0006957,ST04462,ST00272,KRT07040,2025-11-02,10:31:22,2025-11-02,11:31:22,359697
PRJ0006958,ST07676,ST00402,KRT09391,2025-11-13,15:58:50,2025-11-13,17:58:50,438293
PRJ0006959,ST06838,ST09709,KRT04396,2025-11-13,10:28:58,2025-11-13,17:28:58,228516
PRJ0006960,ST09096,ST05653,KRT05797,2025-11-05,04:05:51,2025-11-05,07:05:51,474298
PRJ0006961,ST06990,ST08004,KRT01088,2025-11-13,21:25:05,2025-11-14,01:25:05,151626
PRJ0006962,ST01768,ST09921,KRT09289,2025-11-14,09:54:14,2025-11-14,17:54:14,250861
PRJ0006963,ST09626,ST04779,KRT09333,2025-11-11,19:44:48,2025-11-12,01:44:48,375723
PRJ0006964,ST09462,ST07765,KRT06025,2025-11-03,02:33:45,2025-11-03,09:33:45,126348
PRJ0006965,ST02255,ST09724,KRT01471,2025-11-04,04:18:10,2025-11-04,07:18:10,51082
PRJ0006966,ST09092,ST03808,KRT02850,2025-11-10,23:16:27,2025-11-11,06:16:27,434892
PRJ0006967,ST07809,ST02590,KRT03041,2025-10-20,16:03:46,2025-10-20,17:03:46,259876
PRJ0006968,ST01345,ST08079,KRT04943,2025-10-26,19:39:17,2025-10-27,01:39:17,267581
PRJ0006969,ST02438,ST05368,KRT00232,2025-10-26,00:18:49,2025-10-26,06:18:49,330883
PRJ0006970,ST02348,ST04464,KRT02829,2025-11-11,08:13:51,2025-11-11,12:13:51,31703
PRJ0006971,ST03516,ST03732,KRT03888,2025-11-13,03:33:23,2025-11-13,07:33:23,196763
PRJ0006972,ST06332,ST08658,KRT08568,2025-10-29,03:42:20,2025-10-29,06:42:20,443614
PRJ0006973,ST05141,ST03889,KRT02076,2025-11-05,04:52:08,2025-11-05,09:52:08,451311
PRJ0006974,ST04577,ST04633,KRT01883,2025-11-15,03:34:45,2025-11-15,09:34:45,223200
PRJ0006975,ST03019,ST07606,KRT06459,2025-10-22,13:36:54,2025-10-22,18:36:54,303036
PRJ0006976,ST01587,ST01792,KRT01172,2025-10-28,23:39:06,2025-10-29,06:39:06,490765
PRJ0006977,ST03801,ST07071,KRT01309,2025-11-03,11:35:15,2025-11-03,18:35:15,166495
PRJ0006978,ST00998,ST03462,KRT00033,2025-11-13,04:25:01,2025-11-13,11:25:01,376853
PRJ0006979,ST00687,ST04031,KRT06008,2025-11-08,01:25:37,2025-11-08,03:25:37,457579
PRJ0006980,ST04211,ST08468,KRT04694,2025-11-06,14:01:50,2025-11-06,19:01:50,91834
PRJ0006981,ST05192,ST05107,KRT08906,2025-11-05,08:04:59,2025-11-05,10:04:59,314062
PRJ0006982,ST04969,ST07238,KRT01756,2025-11-04,22:42:41,2025-11-05,03:42:41,212396
PRJ0006983,ST07295,ST06482,KRT05689,2025-11-14,15:47:50,2025-11-14,20:47:50,292607
PRJ0006984,ST08117,ST00863,KRT00542,2025-10-24,22:12:20,2025-10-25,06:12:20,478801
PRJ0006985,ST08080,ST05462,KRT09769,2025-10-31,10:49:36,2025-10-31,18:49:36,480241
PRJ0006986,ST02334,ST08146,KRT00118,2025-11-14,10:16:53,2025-11-14,11:16:53,135205
PRJ0006987,ST08944,ST04386,KRT00272,2025-10-21,22:05:26,2025-10-22,03:05:26,340657
PRJ0006988,ST09360,ST07726,KRT08939,2025-11-14,15:01:22,2025-11-14,22:01:22,35084
PRJ0006989,ST05517,ST00871,KRT06375,2025-11-16,13:14:05,2025-11-16,16:14:05,393441
PRJ0006990,ST03804,ST07164,KRT03482,2025-11-16,02:27:19,2025-11-16,09:27:19,486230
PRJ0006991,ST03227,ST04803,KRT08223,2025-11-15,16:17:24,2025-11-15,23:17:24,295080
PRJ0006992,ST03442,ST09340,KRT06022,2025-11-10,23:28:41,2025-11-11,03:28:41,494888
PRJ0006993,ST05041,ST05891,KRT05804,2025-10-27,10:49:00,2025-10-27,13:49:00,132221
PRJ0006994,ST06409,ST05195,KRT05776,2025-11-15,04:54:26,2025-11-15,09:54:26,291697
PRJ0006995,ST09508,ST07455,KRT08396,2025-11-12,02:11:29,2025-11-12,07:11:29,307538
PRJ0006996,ST04637,ST03903,KRT07749,2025-10-25,18:20:45,2025-10-26,01:20:45,348450
PRJ0006997,ST03169,ST08461,KRT06721,2025-10-27,13:15:16,2025-10-27,16:15:16,385714
PRJ0006998,ST08798,ST08115,KRT08826,2025-10-24,18:46:33,2025-10-25,02:46:33,233196
PRJ0006999,ST09628,ST02389,KRT02466,2025-10-21,00:51:39,2025-10-21,06:51:39,169184
PRJ0007000,ST09321,ST02102,KRT07511,2025-11-09,11:25:16,2025-11-09,17:25:16,271461
PRJ0007001,ST03611,ST04704,KRT09799,2025-11-02,23:36:41,2025-11-03,01:36:41,34735
PRJ0007002,ST04454,ST06541,KRT02258,2025-11-03,04:51:54,2025-11-03,10:51:54,174122
PRJ0007003,ST04962,ST07375,KRT00884,2025-11-17,07:53:21,2025-11-17,11:53:21,358738
PRJ0007004,ST04943,ST01802,KRT09343,2025-10-24,21:45:45,2025-10-25,05:45:45,175625
PRJ0007005,ST07790,ST08095,KRT05655,2025-11-18,21:11:50,2025-11-19,01:11:50,419522
PRJ0007006,ST06711,ST06163,KRT08945,2025-11-10,18:51:47,2025-11-10,20:51:47,277130
PRJ0007007,ST00060,ST03485,KRT07900,2025-11-09,13:19:45,2025-11-09,21:19:45,304525
PRJ0007008,ST06077,ST05469,KRT03083,2025-11-14,00:25:11,2025-11-14,07:25:11,472915
PRJ0007009,ST09124,ST00044,KRT06538,2025-10-20,02:00:44,2025-10-20,07:00:44,79858
PRJ0007010,ST04509,ST01092,KRT01705,2025-10-22,14:31:31,2025-10-22,15:31:31,362638
PRJ0007011,ST04611,ST08763,KRT04649,2025-10-26,20:37:23,2025-10-27,01:37:23,428782
PRJ0007012,ST04207,ST09299,KRT08719,2025-10-30,15:27:44,2025-10-30,19:27:44,86669
PRJ0007013,ST09516,ST06700,KRT02429,2025-10-29,16:10:00,2025-10-29,20:10:00,61057
PRJ0007014,ST01612,ST01842,KRT05507,2025-11-02,02:06:56,2025-11-02,07:06:56,250773
PRJ0007015,ST06894,ST06204,KRT07483,2025-11-01,20:08:03,2025-11-02,04:08:03,190045
PRJ0007016,ST01919,ST07333,KRT00524,2025-11-13,22:10:08,2025-11-14,05:10:08,432888
PRJ0007017,ST07512,ST00468,KRT00651,2025-10-26,08:38:56,2025-10-26,14:38:56,464825
PRJ0007018,ST01054,ST09161,KRT03424,2025-11-17,17:20:56,2025-11-17,18:20:56,109007
PRJ0007019,ST02133,ST05543,KRT06883,2025-10-22,07:55:02,2025-10-22,15:55:02,140418
PRJ0007020,ST07102,ST08598,KRT05650,2025-11-06,03:10:45,2025-11-06,11:10:45,384224
PRJ0007021,ST05594,ST05855,KRT01927,2025-10-25,16:41:32,2025-10-25,23:41:32,278083
PRJ0007022,ST00591,ST09861,KRT03695,2025-10-23,11:13:03,2025-10-23,14:13:03,264819
PRJ0007023,ST02302,ST04262,KRT02766,2025-11-11,16:03:01,2025-11-11,17:03:01,183000
PRJ0007024,ST04248,ST01932,KRT04633,2025-11-13,09:04:14,2025-11-13,16:04:14,131453
PRJ0007025,ST03634,ST04570,KRT07211,2025-11-05,12:04:31,2025-11-05,18:04:31,265726
PRJ0007026,ST04481,ST06564,KRT01609,2025-11-15,04:58:00,2025-11-15,08:58:00,294338
PRJ0007027,ST09042,ST01730,KRT00466,2025-11-05,05:10:46,2025-11-05,09:10:46,366228
PRJ0007028,ST02470,ST05294,KRT07341,2025-11-03,01:12:49,2025-11-03,07:12:49,162777
PRJ0007029,ST04355,ST06212,KRT03466,2025-10-28,00:16:43,2025-10-28,06:16:43,50451
PRJ0007030,ST02600,ST04947,KRT02837,2025-11-04,13:06:38,2025-11-04,15:06:38,310506
PRJ0007031,ST00318,ST03384,KRT05126,2025-11-09,04:43:16,2025-11-09,12:43:16,160993
PRJ0007032,ST04331,ST00324,KRT05146,2025-11-13,20:16:50,2025-11-13,21:16:50,391215
PRJ0007033,ST04207,ST03088,KRT02645,2025-10-30,21:37:33,2025-10-31,03:37:33,499410
PRJ0007034,ST07969,ST02386,KRT00635,2025-11-13,00:55:06,2025-11-13,07:55:06,219722
PRJ0007035,ST03752,ST02892,KRT08036,2025-11-02,19:19:07,2025-11-03,00:19:07,179864
PRJ0007036,ST05821,ST01921,KRT00332,2025-11-07,18:15:57,2025-11-08,01:15:57,157286
PRJ0007037,ST09579,ST00291,KRT07802,2025-11-09,17:31:41,2025-11-09,21:31:41,314452
PRJ0007038,ST08297,ST05108,KRT02218,2025-10-22,07:54:26,2025-10-22,11:54:26,110731
PRJ0007039,ST03126,ST05451,KRT02189,2025-11-05,11:44:04,2025-11-05,16:44:04,491860
PRJ0007040,ST02407,ST01762,KRT00540,2025-11-17,00:15:59,2025-11-17,01:15:59,296680
PRJ0007041,ST08774,ST02363,KRT08661,2025-11-12,23:14:56,2025-11-13,03:14:56,442782
PRJ0007042,ST07196,ST00964,KRT01581,2025-11-08,05:59:36,2025-11-08,08:59:36,179827
PRJ0007043,ST09280,ST07083,KRT01431,2025-11-15,13:43:27,2025-11-15,16:43:27,368723
PRJ0007044,ST03250,ST00262,KRT03547,2025-11-06,00:26:11,2025-11-06,07:26:11,365834
PRJ0007045,ST01282,ST04917,KRT00735,2025-11-12,01:23:14,2025-11-12,04:23:14,459369
PRJ0007046,ST05963,ST04711,KRT06061,2025-10-23,02:30:03,2025-10-23,04:30:03,49871
PRJ0007047,ST10000,ST02348,KRT07440,2025-10-31,08:15:24,2025-10-31,13:15:24,309012
PRJ0007048,ST00018,ST00571,KRT02386,2025-11-01,02:10:52,2025-11-01,09:10:52,316011
PRJ0007049,ST02166,ST00977,KRT09393,2025-11-17,02:06:45,2025-11-17,07:06:45,228169
PRJ0007050,ST05486,ST03285,KRT08876,2025-10-27,20:20:41,2025-10-28,03:20:41,346608
PRJ0007051,ST00142,ST00241,KRT06012,2025-11-02,09:02:58,2025-11-02,14:02:58,381382
PRJ0007052,ST06466,ST02351,KRT03833,2025-10-25,08:47:19,2025-10-25,10:47:19,74287
PRJ0007053,ST05042,ST06903,KRT01470,2025-11-01,07:25:11,2025-11-01,09:25:11,116841
PRJ0007054,ST05911,ST04348,KRT08598,2025-10-29,15:15:05,2025-10-29,18:15:05,37496
PRJ0007055,ST04742,ST04781,KRT04396,2025-11-07,11:11:35,2025-11-07,16:11:35,37597
PRJ0007056,ST01224,ST03255,KRT06173,2025-11-01,20:54:26,2025-11-01,22:54:26,220490
PRJ0007057,ST00729,ST01724,KRT01291,2025-10-23,19:18:21,2025-10-23,23:18:21,438840
PRJ0007058,ST08644,ST02848,KRT05397,2025-10-22,03:45:37,2025-10-22,09:45:37,413766
PRJ0007059,ST01460,ST01365,KRT04730,2025-10-27,17:04:12,2025-10-27,18:04:12,130632
PRJ0007060,ST09991,ST08424,KRT01909,2025-10-22,18:53:28,2025-10-23,00:53:28,453304
PRJ0007061,ST09585,ST01593,KRT08321,2025-10-29,04:23:35,2025-10-29,07:23:35,69011
PRJ0007062,ST02888,ST01106,KRT08314,2025-11-18,08:44:18,2025-11-18,15:44:18,38478
PRJ0007063,ST08011,ST09885,KRT08314,2025-11-08,13:59:54,2025-11-08,20:59:54,437548
PRJ0007064,ST00050,ST03625,KRT05747,2025-10-30,10:16:42,2025-10-30,13:16:42,189929
PRJ0007065,ST02699,ST06394,KRT01140,2025-10-23,06:55:08,2025-10-23,09:55:08,413564
PRJ0007066,ST06006,ST09941,KRT03016,2025-11-12,19:08:00,2025-11-13,00:08:00,359899
PRJ0007067,ST03825,ST07257,KRT02702,2025-10-22,12:43:05,2025-10-22,20:43:05,135938
PRJ0007068,ST09770,ST07141,KRT03763,2025-11-07,07:37:59,2025-11-07,12:37:59,77963
PRJ0007069,ST05954,ST06187,KRT00849,2025-11-03,19:11:07,2025-11-04,01:11:07,131289
PRJ0007070,ST04587,ST03582,KRT02247,2025-11-12,05:15:44,2025-11-12,11:15:44,377324
PRJ0007071,ST07546,ST03698,KRT08890,2025-11-03,02:22:16,2025-11-03,04:22:16,220816
PRJ0007072,ST09010,ST06746,KRT00951,2025-10-30,04:04:22,2025-10-30,06:04:22,331335
PRJ0007073,ST04671,ST05288,KRT06653,2025-10-30,10:53:38,2025-10-30,13:53:38,157761
PRJ0007074,ST06054,ST06413,KRT08479,2025-10-25,23:10:30,2025-10-26,07:10:30,269552
PRJ0007075,ST01509,ST09975,KRT04730,2025-11-07,23:47:24,2025-11-08,04:47:24,281463
PRJ0007076,ST04479,ST07865,KRT06792,2025-10-28,07:57:28,2025-10-28,11:57:28,145928
PRJ0007077,ST06401,ST03668,KRT07639,2025-11-15,22:45:39,2025-11-16,04:45:39,358211
PRJ0007078,ST02058,ST00152,KRT09295,2025-11-02,15:38:01,2025-11-02,20:38:01,173106
PRJ0007079,ST04268,ST00071,KRT02212,2025-11-08,15:06:21,2025-11-08,20:06:21,353313
PRJ0007080,ST02188,ST06322,KRT01711,2025-11-04,18:07:06,2025-11-04,20:07:06,236411
PRJ0007081,ST01418,ST01027,KRT06449,2025-11-02,03:58:14,2025-11-02,07:58:14,266945
PRJ0007082,ST09915,ST02912,KRT00398,2025-10-22,05:34:28,2025-10-22,09:34:28,341342
PRJ0007083,ST03101,ST04300,KRT05295,2025-11-01,13:02:58,2025-11-01,14:02:58,458961
PRJ0007084,ST04572,ST01713,KRT09327,2025-11-04,14:35:14,2025-11-04,15:35:14,312673
PRJ0007085,ST03001,ST08475,KRT06372,2025-10-31,10:00:05,2025-10-31,14:00:05,102422
PRJ0007086,ST03883,ST02204,KRT08559,2025-11-14,03:10:25,2025-11-14,04:10:25,422519
PRJ0007087,ST05973,ST08836,KRT05747,2025-10-26,08:20:28,2025-10-26,14:20:28,197034
PRJ0007088,ST01567,ST09927,KRT01601,2025-11-10,02:37:47,2025-11-10,10:37:47,448026
PRJ0007089,ST08038,ST07820,KRT05612,2025-11-04,11:38:29,2025-11-04,15:38:29,343514
PRJ0007090,ST05562,ST01410,KRT06218,2025-11-10,14:56:14,2025-11-10,22:56:14,255511
PRJ0007091,ST04021,ST02270,KRT07313,2025-10-22,18:22:29,2025-10-22,23:22:29,397499
PRJ0007092,ST07994,ST02761,KRT05420,2025-11-02,17:04:15,2025-11-03,00:04:15,336088
PRJ0007093,ST05675,ST03101,KRT04917,2025-10-21,18:49:46,2025-10-21,21:49:46,323795
PRJ0007094,ST06064,ST07865,KRT09833,2025-10-31,08:06:21,2025-10-31,11:06:21,424569
PRJ0007095,ST03769,ST09430,KRT00411,2025-11-12,00:10:23,2025-11-12,07:10:23,319015
PRJ0007096,ST08747,ST03893,KRT09462,2025-10-30,05:30:22,2025-10-30,11:30:22,175735
PRJ0007097,ST00527,ST08904,KRT09946,2025-10-31,19:56:13,2025-11-01,02:56:13,484080
PRJ0007098,ST03968,ST03124,KRT05335,2025-11-09,19:08:16,2025-11-10,02:08:16,318013
PRJ0007099,ST05271,ST06282,KRT02777,2025-11-02,17:18:45,2025-11-02,19:18:45,181747
PRJ0007100,ST00734,ST05297,KRT04647,2025-11-12,01:04:42,2025-11-12,05:04:42,155258
PRJ0007101,ST00922,ST09060,KRT08260,2025-10-30,02:10:29,2025-10-30,09:10:29,477262
PRJ0007102,ST03572,ST09532,KRT09039,2025-11-08,12:37:03,2025-11-08,16:37:03,384864
PRJ0007103,ST03495,ST09745,KRT00154,2025-10-26,05:19:14,2025-10-26,09:19:14,200132
PRJ0007104,ST05752,ST05535,KRT00316,2025-11-10,15:46:38,2025-11-10,21:46:38,34357
PRJ0007105,ST03383,ST03148,KRT02425,2025-10-21,13:57:17,2025-10-21,17:57:17,46101
PRJ0007106,ST07952,ST03592,KRT07024,2025-10-22,22:58:44,2025-10-23,03:58:44,339419
PRJ0007107,ST08919,ST05690,KRT07291,2025-11-16,07:09:41,2025-11-16,13:09:41,401593
PRJ0007108,ST01222,ST02129,KRT04276,2025-10-22,22:44:36,2025-10-23,05:44:36,421228
PRJ0007109,ST03615,ST00696,KRT06088,2025-11-11,16:21:33,2025-11-11,18:21:33,396955
PRJ0007110,ST00438,ST04055,KRT03665,2025-11-10,00:38:18,2025-11-10,04:38:18,171281
PRJ0007111,ST01768,ST05050,KRT05872,2025-11-11,02:22:46,2025-11-11,06:22:46,347681
PRJ0007112,ST07077,ST01942,KRT08337,2025-11-17,08:09:44,2025-11-17,14:09:44,348243
PRJ0007113,ST08142,ST03317,KRT02426,2025-10-22,16:44:54,2025-10-22,21:44:54,195510
PRJ0007114,ST06956,ST02332,KRT01741,2025-11-04,11:48:44,2025-11-04,14:48:44,457534
PRJ0007115,ST00680,ST06699,KRT07896,2025-10-27,12:23:21,2025-10-27,16:23:21,77049
PRJ0007116,ST01388,ST04538,KRT08402,2025-11-18,03:56:22,2025-11-18,09:56:22,187373
PRJ0007117,ST07813,ST07119,KRT04410,2025-10-26,19:35:35,2025-10-26,22:35:35,238343
PRJ0007118,ST05068,ST07529,KRT08465,2025-10-26,04:45:07,2025-10-26,11:45:07,450265
PRJ0007119,ST07199,ST04716,KRT05785,2025-11-10,22:15:46,2025-11-11,06:15:46,458205
PRJ0007120,ST06247,ST08089,KRT06711,2025-11-05,15:44:15,2025-11-05,18:44:15,416385
PRJ0007121,ST09721,ST07090,KRT04376,2025-10-25,02:55:03,2025-10-25,03:55:03,61706
PRJ0007122,ST03423,ST04068,KRT04100,2025-10-21,16:03:12,2025-10-22,00:03:12,461658
PRJ0007123,ST09304,ST07361,KRT09074,2025-11-05,03:25:50,2025-11-05,07:25:50,275996
PRJ0007124,ST01623,ST05058,KRT09215,2025-11-08,17:26:26,2025-11-08,18:26:26,134245
PRJ0007125,ST00993,ST03235,KRT09326,2025-11-03,18:08:40,2025-11-03,20:08:40,401083
PRJ0007126,ST07970,ST07540,KRT04658,2025-11-04,08:53:22,2025-11-04,13:53:22,179260
PRJ0007127,ST07008,ST04112,KRT09704,2025-11-01,17:32:38,2025-11-02,00:32:38,488398
PRJ0007128,ST01299,ST03703,KRT08191,2025-11-07,10:40:44,2025-11-07,18:40:44,106527
PRJ0007129,ST06047,ST06466,KRT06996,2025-11-01,13:18:40,2025-11-01,18:18:40,477532
PRJ0007130,ST01915,ST04710,KRT06501,2025-10-20,06:57:36,2025-10-20,07:57:36,174641
PRJ0007131,ST06856,ST00173,KRT05940,2025-11-02,14:14:47,2025-11-02,19:14:47,208044
PRJ0007132,ST01815,ST04322,KRT04674,2025-10-21,13:59:04,2025-10-21,15:59:04,221090
PRJ0007133,ST09966,ST07125,KRT03547,2025-10-21,02:13:16,2025-10-21,04:13:16,62022
PRJ0007134,ST06680,ST09990,KRT06471,2025-11-15,05:41:36,2025-11-15,13:41:36,277066
PRJ0007135,ST09186,ST02202,KRT09409,2025-10-24,01:34:09,2025-10-24,08:34:09,311993
PRJ0007136,ST05782,ST05640,KRT10000,2025-11-02,06:13:43,2025-11-02,10:13:43,120333
PRJ0007137,ST02521,ST08647,KRT03812,2025-11-16,13:00:48,2025-11-16,20:00:48,72759
PRJ0007138,ST08119,ST01077,KRT04002,2025-10-20,09:45:00,2025-10-20,13:45:00,187050
PRJ0007139,ST06828,ST03248,KRT06407,2025-10-22,09:52:17,2025-10-22,15:52:17,471022
PRJ0007140,ST04381,ST09817,KRT01565,2025-10-24,19:02:31,2025-10-24,23:02:31,474638
PRJ0007141,ST06284,ST03360,KRT07891,2025-11-12,12:53:57,2025-11-12,20:53:57,52222
PRJ0007142,ST05050,ST09849,KRT08805,2025-11-12,07:53:43,2025-11-12,13:53:43,469184
PRJ0007143,ST03314,ST05557,KRT05315,2025-10-24,13:08:23,2025-10-24,15:08:23,83021
PRJ0007144,ST05714,ST02920,KRT07033,2025-11-07,19:50:25,2025-11-08,00:50:25,47582
PRJ0007145,ST09712,ST09320,KRT01458,2025-11-11,13:58:17,2025-11-11,17:58:17,482290
PRJ0007146,ST01075,ST08036,KRT06973,2025-11-12,18:29:41,2025-11-13,01:29:41,369067
PRJ0007147,ST05221,ST04506,KRT05209,2025-11-15,22:05:19,2025-11-16,04:05:19,44391
PRJ0007148,ST03034,ST02329,KRT05771,2025-10-31,13:50:59,2025-10-31,15:50:59,461119
PRJ0007149,ST07181,ST04101,KRT03752,2025-11-14,07:53:15,2025-11-14,12:53:15,173925
PRJ0007150,ST01155,ST03328,KRT05429,2025-11-12,16:39:05,2025-11-12,17:39:05,61995
PRJ0007151,ST01892,ST03595,KRT08572,2025-10-22,12:06:17,2025-10-22,17:06:17,170669
PRJ0007152,ST03583,ST08700,KRT04189,2025-11-05,12:15:23,2025-11-05,17:15:23,103602
PRJ0007153,ST07733,ST02101,KRT07282,2025-11-01,14:04:30,2025-11-01,19:04:30,108544
PRJ0007154,ST00246,ST01407,KRT01323,2025-10-24,04:39:02,2025-10-24,06:39:02,273094
PRJ0007155,ST03380,ST05653,KRT06831,2025-10-22,17:27:10,2025-10-22,22:27:10,314182
PRJ0007156,ST08304,ST07029,KRT00063,2025-11-13,20:02:49,2025-11-13,22:02:49,164616
PRJ0007157,ST06326,ST04958,KRT00740,2025-11-15,23:06:54,2025-11-16,05:06:54,480302
PRJ0007158,ST05967,ST04148,KRT04603,2025-10-31,06:24:40,2025-10-31,10:24:40,398520
PRJ0007159,ST09825,ST05038,KRT03282,2025-11-12,18:07:44,2025-11-12,20:07:44,61246
PRJ0007160,ST05488,ST05990,KRT05419,2025-10-31,01:59:51,2025-10-31,08:59:51,96357
PRJ0007161,ST06144,ST02905,KRT03049,2025-10-26,13:57:28,2025-10-26,16:57:28,250541
PRJ0007162,ST06573,ST01351,KRT04303,2025-10-21,12:44:59,2025-10-21,19:44:59,425488
PRJ0007163,ST07910,ST08385,KRT07089,2025-11-11,15:31:05,2025-11-11,21:31:05,351726
PRJ0007164,ST03304,ST09229,KRT07439,2025-11-07,07:53:17,2025-11-07,08:53:17,226761
PRJ0007165,ST06876,ST07005,KRT00585,2025-11-01,15:49:10,2025-11-01,18:49:10,280671
PRJ0007166,ST02577,ST02859,KRT00550,2025-11-16,14:19:29,2025-11-16,21:19:29,395801
PRJ0007167,ST06148,ST07800,KRT03916,2025-10-24,10:26:32,2025-10-24,13:26:32,319784
PRJ0007168,ST03563,ST08824,KRT05281,2025-11-04,09:03:44,2025-11-04,11:03:44,459957
PRJ0007169,ST05450,ST01566,KRT03919,2025-11-02,07:22:00,2025-11-02,10:22:00,497700
PRJ0007170,ST04994,ST04505,KRT07053,2025-10-29,16:41:59,2025-10-29,19:41:59,492487
PRJ0007171,ST04054,ST00680,KRT02855,2025-10-29,12:43:25,2025-10-29,13:43:25,321756
PRJ0007172,ST08416,ST02783,KRT01661,2025-11-12,10:04:07,2025-11-12,16:04:07,323246
PRJ0007173,ST03109,ST00168,KRT00078,2025-10-22,08:24:31,2025-10-22,16:24:31,196563
PRJ0007174,ST04850,ST00070,KRT01450,2025-11-03,12:42:30,2025-11-03,20:42:30,134494
PRJ0007175,ST01618,ST08741,KRT02023,2025-10-25,18:21:13,2025-10-26,01:21:13,141893
PRJ0007176,ST04268,ST07599,KRT08821,2025-11-09,12:49:31,2025-11-09,14:49:31,219782
PRJ0007177,ST02201,ST07070,KRT09382,2025-11-12,02:52:09,2025-11-12,09:52:09,46968
PRJ0007178,ST00395,ST00920,KRT03871,2025-11-07,03:49:14,2025-11-07,04:49:14,125892
PRJ0007179,ST08179,ST03318,KRT08771,2025-10-25,21:14:55,2025-10-26,03:14:55,273962
PRJ0007180,ST00200,ST02803,KRT01530,2025-11-07,01:12:03,2025-11-07,02:12:03,437246
PRJ0007181,ST02929,ST08971,KRT05060,2025-10-21,18:46:00,2025-10-21,20:46:00,125868
PRJ0007182,ST06289,ST03678,KRT08101,2025-11-04,11:35:52,2025-11-04,17:35:52,310395
PRJ0007183,ST03414,ST07174,KRT08117,2025-11-04,08:56:18,2025-11-04,11:56:18,150747
PRJ0007184,ST08556,ST00874,KRT06311,2025-11-18,15:52:24,2025-11-18,17:52:24,423186
PRJ0007185,ST01800,ST09061,KRT02237,2025-11-04,03:50:02,2025-11-04,05:50:02,244976
PRJ0007186,ST01380,ST01495,KRT06944,2025-11-05,02:19:39,2025-11-05,04:19:39,205691
PRJ0007187,ST07940,ST04868,KRT05406,2025-10-24,23:47:20,2025-10-25,03:47:20,50968
PRJ0007188,ST05397,ST08372,KRT01407,2025-11-16,16:03:46,2025-11-16,18:03:46,490431
PRJ0007189,ST04507,ST06866,KRT05355,2025-11-12,13:46:50,2025-11-12,17:46:50,240406
PRJ0007190,ST01814,ST01318,KRT06521,2025-10-20,03:46:24,2025-10-20,05:46:24,492467
PRJ0007191,ST06379,ST07708,KRT04655,2025-11-09,04:26:50,2025-11-09,06:26:50,452308
PRJ0007192,ST00014,ST04090,KRT00935,2025-10-22,04:47:48,2025-10-22,11:47:48,187392
PRJ0007193,ST06173,ST02861,KRT00223,2025-11-13,18:29:34,2025-11-13,23:29:34,261037
PRJ0007194,ST02803,ST06591,KRT08459,2025-11-10,04:18:13,2025-11-10,11:18:13,475521
PRJ0007195,ST01945,ST00023,KRT04230,2025-11-08,14:39:20,2025-11-08,18:39:20,65530
PRJ0007196,ST09450,ST04160,KRT07125,2025-10-26,20:35:59,2025-10-27,03:35:59,304238
PRJ0007197,ST05668,ST06740,KRT00999,2025-10-24,08:01:19,2025-10-24,16:01:19,431353
PRJ0007198,ST00747,ST04550,KRT06132,2025-11-11,22:28:33,2025-11-12,01:28:33,115146
PRJ0007199,ST08781,ST03415,KRT08630,2025-11-11,07:40:05,2025-11-11,14:40:05,368165
PRJ0007200,ST03750,ST01585,KRT09584,2025-11-05,02:46:27,2025-11-05,07:46:27,136537
PRJ0007201,ST02597,ST01156,KRT08992,2025-11-14,01:56:35,2025-11-14,09:56:35,403453
PRJ0007202,ST03255,ST00201,KRT05838,2025-11-18,17:46:21,2025-11-18,23:46:21,490335
PRJ0007203,ST08404,ST07843,KRT02171,2025-10-29,07:24:13,2025-10-29,14:24:13,322888
PRJ0007204,ST01534,ST03971,KRT03487,2025-11-01,23:31:06,2025-11-02,03:31:06,303772
PRJ0007205,ST02425,ST06156,KRT09737,2025-10-20,18:28:37,2025-10-20,22:28:37,86623
PRJ0007206,ST06886,ST05408,KRT03170,2025-11-03,20:33:35,2025-11-04,04:33:35,143476
PRJ0007207,ST02473,ST03074,KRT01986,2025-11-06,03:28:36,2025-11-06,09:28:36,69661
PRJ0007208,ST05830,ST06895,KRT04221,2025-11-08,02:25:34,2025-11-08,06:25:34,165853
PRJ0007209,ST08120,ST04483,KRT06328,2025-10-25,07:57:52,2025-10-25,15:57:52,429134
PRJ0007210,ST01464,ST04112,KRT02449,2025-11-03,01:03:36,2025-11-03,02:03:36,491718
PRJ0007211,ST00552,ST08800,KRT08603,2025-11-14,04:50:07,2025-11-14,10:50:07,260775
PRJ0007212,ST08482,ST02482,KRT04808,2025-11-01,01:11:30,2025-11-01,05:11:30,412763
PRJ0007213,ST04745,ST08662,KRT05718,2025-10-30,05:45:49,2025-10-30,09:45:49,284647
PRJ0007214,ST01347,ST09009,KRT06933,2025-11-02,16:06:53,2025-11-02,22:06:53,261919
PRJ0007215,ST07740,ST07434,KRT04849,2025-11-15,22:39:26,2025-11-16,06:39:26,170318
PRJ0007216,ST01870,ST08152,KRT08732,2025-10-30,12:16:24,2025-10-30,15:16:24,310641
PRJ0007217,ST05513,ST08985,KRT00721,2025-11-16,13:30:00,2025-11-16,21:30:00,445716
PRJ0007218,ST04259,ST07973,KRT01916,2025-11-18,20:04:44,2025-11-19,01:04:44,269354
