ID_Gerbong,Nomor_Gerbong,Kapasitas,ID_Kereta
GB07469,4,72,KRT08225
GB07470,12,50,KRT05945
GB07471,8,40,KRT07925
GB07472,11,40,KRT04164
GB07473,1,80,KRT03511
GB07474,16,40,KRT01354
GB07475,4,80,KRT05366
GB07476,20,72,KRT09127
GB07477,19,72,KRT04402
GB07478,1,80,KRT05874
GB07479,6,80,KRT00349
GB07480,11,60,KRT00533
GB07481,20,60,KRT07915
GB07482,19,50,KRT08228
GB07483,3,80,KRT04373
GB07484,15,50,KRT06400
GB07485,13,80,KRT00814
GB07486,13,50,KRT09935
GB07487,20,50,KRT04719
GB07488,3,72,KRT01555
GB07489,3,80,KRT05675
GB07490,9,40,KRT06247
GB07491,6,72,KRT08402
GB07492,20,40,KRT08365
GB07493,18,40,KRT06452
GB07494,17,50,KRT01459
GB07495,4,50,KRT01930
GB07496,15,80,KRT05444
GB07497,20,50,KRT09084
GB07498,5,50,KRT03436
GB07499,8,40,KRT03038
GB07500,11,72,KRT07964
GB07501,16,50,KRT05673
GB07502,1,50,KRT08505
GB07503,12,72,KRT02020
GB07504,14,50,KRT07545
GB07505,4,60,KRT01507
GB07506,7,60,KRT02859
GB07507,16,72,KRT03091
GB07508,5,50,KRT05170
GB07509,16,50,KRT08030
GB07510,9,50,KRT01659
GB07511,10,50,KRT00195
GB07512,20,60,KRT03034
GB07513,2,72,KRT09731
GB07514,8,72,KRT04275
GB07515,4,60,KRT08327
GB07516,15,40,KRT04711
GB07517,5,60,KRT00826
GB07518,11,80,KRT02228
GB07519,11,50,KRT00036
GB07520,19,60,KRT05881
GB07521,18,72,KRT08100
GB07522,20,80,KRT03666
GB07523,13,60,KRT02985
GB07524,16,50,KRT07543
GB07525,19,60,KRT07436
GB07526,5,50,KRT08530
GB07527,4,72,KRT01171
GB07528,5,80,KRT02435
GB07529,3,50,KRT05254
GB07530,4,40,KRT01207
GB07531,8,50,KRT00832
GB07532,4,40,KRT07790
GB07533,11,50,KRT06111
GB07534,2,50,KRT04263
GB07535,13,80,KRT04570
GB07536,17,60,KRT01698
GB07537,6,50,KRT02285
GB07538,5,50,KRT03738
GB07539,6,40,KRT09138
GB07540,16,50,KRT08581
GB07541,11,72,KRT00971
GB07542,19,60,KRT03395
GB07543,19,40,KRT04073
GB07544,16,40,KRT08631
GB07545,12,80,KRT07203
GB07546,17,50,KRT07860
GB07547,20,50,KRT02030
GB07548,8,40,KRT06951
GB07549,18,50,KRT02303
GB07550,13,40,KRT08452
GB07551,1,80,KRT09766
GB07552,7,72,KRT01108
GB07553,12,40,KRT03800
GB07554,3,72,KRT08904
GB07555,10,60,KRT09807
GB07556,18,80,KRT04037
GB07557,18,40,KRT03234
GB07558,15,60,KRT07171
GB07559,8,80,KRT02021
GB07560,4,50,KRT03423
GB07561,15,40,KRT04100
GB07562,19,60,KRT06483
GB07563,6,60,KRT06001
GB07564,11,60,KRT00511
GB07565,15,72,KRT00250
GB07566,1,60,KRT03812
GB07567,12,60,KRT08319
GB07568,17,50,KRT03350
GB07569,9,80,KRT01657
GB07570,4,80,KRT00450
GB07571,18,50,KRT09252
GB07572,8,80,KRT05276
GB07573,2,50,KRT08765
GB07574,9,72,KRT07885
GB07575,19,80,KRT02720
GB07576,11,80,KRT07968
GB07577,12,50,KRT07611
GB07578,3,60,KRT06983
GB07579,10,40,KRT05262
GB07580,8,50,KRT00546
GB07581,15,40,KRT06248
GB07582,14,72,KRT08085
GB07583,2,72,KRT03493
GB07584,8,40,KRT01637
GB07585,19,40,KRT07058
GB07586,3,40,KRT09672
GB07587,11,60,KRT03609
GB07588,1,80,KRT04013
GB07589,16,50,KRT01870
GB07590,7,60,KRT00936
GB07591,8,72,KRT08076
GB07592,20,40,KRT07644
GB07593,1,50,KRT07957
GB07594,19,50,KRT00451
GB07595,14,40,KRT08823
GB07596,19,50,KRT00834
GB07597,1,60,KRT06080
GB07598,17,50,KRT00739
GB07599,16,50,KRT01582
GB07600,13,50,KRT04429
GB07601,15,60,KRT02081
GB07602,10,72,KRT09157
GB07603,9,72,KRT03995
GB07604,5,60,KRT05264
GB07605,2,72,KRT05382
GB07606,5,80,KRT09928
GB07607,1,60,KRT03586
GB07608,13,72,KRT01961
GB07609,5,40,KRT07378
GB07610,6,40,KRT05663
GB07611,16,80,KRT09918
GB07612,1,50,KRT05141
GB07613,11,40,KRT08801
GB07614,4,80,KRT09904
GB07615,14,80,KRT04310
GB07616,9,60,KRT07135
GB07617,11,72,KRT08825
GB07618,3,72,KRT04318
GB07619,10,50,KRT00551
GB07620,11,60,KRT00910
GB07621,12,40,KRT06061
GB07622,11,72,KRT07936
GB07623,9,40,KRT09241
GB07624,6,40,KRT01918
GB07625,13,72,KRT05177
GB07626,20,80,KRT03977
GB07627,2,40,KRT01173
GB07628,8,60,KRT01286
GB07629,10,40,KRT05720
GB07630,18,40,KRT06351
GB07631,16,40,KRT09354
GB07632,3,60,KRT04453
GB07633,14,60,KRT05069
GB07634,17,60,KRT00092
GB07635,2,40,KRT00659
GB07636,10,40,KRT00369
GB07637,10,72,KRT04176
GB07638,12,60,KRT07569
GB07639,13,80,KRT03458
GB07640,10,80,KRT07221
GB07641,12,50,KRT05920
GB07642,14,40,KRT04622
GB07643,18,80,KRT09913
GB07644,5,60,KRT06494
GB07645,14,50,KRT05182
GB07646,15,72,KRT00992
GB07647,3,50,KRT08690
GB07648,2,72,KRT09871
GB07649,11,40,KRT01462
GB07650,17,40,KRT02796
GB07651,4,72,KRT05782
GB07652,6,60,KRT00982
GB07653,18,40,KRT06032
GB07654,19,60,KRT09858
GB07655,1,60,KRT03937
GB07656,4,60,KRT00353
GB07657,15,40,KRT08148
GB07658,9,40,KRT07092
GB07659,9,72,KRT07934
GB07660,13,50,KRT01664
GB07661,2,50,KRT02561
GB07662,8,40,KRT09568
GB07663,15,72,KRT07731
GB07664,2,50,KRT05935
GB07665,10,72,KRT01633
GB07666,14,80,KRT04162
GB07667,10,60,KRT06222
GB07668,19,72,KRT04635
GB07669,12,80,KRT09945
GB07670,6,60,KRT05052
GB07671,3,80,KRT03735
GB07672,6,80,KRT01103
GB07673,3,50,KRT07274
GB07674,5,60,KRT04572
GB07675,16,80,KRT02575
GB07676,19,72,KRT05319
GB07677,19,40,KRT04361
GB07678,10,80,KRT09425
GB07679,10,40,KRT00082
GB07680,19,60,KRT06300
GB07681,11,80,KRT04180
GB07682,13,50,KRT09504
GB07683,5,60,KRT09181
GB07684,17,72,KRT09178
GB07685,1,72,KRT03997
GB07686,16,72,KRT07821
GB07687,14,60,KRT09375
GB07688,16,50,KRT07419
GB07689,17,40,KRT05270
GB07690,8,60,KRT02426
GB07691,12,40,KRT09223
GB07692,4,80,KRT07448
GB07693,4,72,KRT02078
GB07694,18,80,KRT07314
GB07695,10,72,KRT07131
GB07696,15,72,KRT06965
GB07697,13,40,KRT01338
GB07698,19,40,KRT09854
GB07699,7,60,KRT02682
GB07700,13,60,KRT02068
GB07701,11,80,KRT03451
GB07702,4,72,KRT07131
GB07703,19,72,KRT00254
GB07704,17,60,KRT06889
GB07705,15,60,KRT09424
GB07706,4,40,KRT06141
GB07707,14,50,KRT09687
GB07708,14,72,KRT00761
GB07709,10,60,KRT07297
GB07710,16,72,KRT01819
GB07711,9,40,KRT05824
GB07712,15,72,KRT00908
GB07713,5,60,KRT00300
GB07714,3,60,KRT06038
GB07715,10,60,KRT04624
GB07716,2,80,KRT08819
GB07717,11,72,KRT05305
GB07718,5,60,KRT06381
GB07719,7,72,KRT04233
GB07720,9,80,KRT04409
GB07721,12,60,KRT05519
GB07722,16,72,KRT06718
GB07723,7,50,KRT05543
GB07724,9,50,KRT00053
GB07725,11,40,KRT09262
GB07726,11,50,KRT00162
GB07727,15,50,KRT07708
GB07728,16,50,KRT08651
GB07729,5,72,KRT06375
GB07730,19,60,KRT08316
GB07731,18,72,KRT00987
GB07732,18,80,KRT04468
GB07733,6,72,KRT06605
GB07734,1,50,KRT06714
GB07735,14,80,KRT08853
GB07736,1,50,KRT07614
GB07737,14,60,KRT04329
GB07738,18,50,KRT09832
GB07739,10,50,KRT05905
GB07740,2,40,KRT07897
GB07741,20,72,KRT01682
GB07742,14,60,KRT03669
GB07743,16,72,KRT07652
GB07744,17,60,KRT02287
GB07745,9,72,KRT01740
GB07746,14,60,KRT09245
GB07747,3,80,KRT01831
GB07748,13,50,KRT07018
GB07749,19,60,KRT00356
GB07750,16,50,KRT05622
GB07751,20,50,KRT05641
GB07752,2,40,KRT06361
GB07753,20,40,KRT05713
GB07754,14,80,KRT07806
GB07755,17,40,KRT07871
GB07756,20,80,KRT02326
GB07757,7,40,KRT07836
GB07758,2,40,KRT08584
GB07759,3,50,KRT03535
GB07760,10,80,KRT00302
GB07761,5,50,KRT07870
GB07762,10,50,KRT02914
GB07763,14,80,KRT02877
GB07764,9,80,KRT04611
GB07765,4,80,KRT00062
GB07766,3,72,KRT09458
GB07767,12,80,KRT01931
GB07768,4,50,KRT09378
GB07769,10,72,KRT04307
GB07770,2,50,KRT01117
GB07771,4,80,KRT02551
GB07772,18,72,KRT09824
GB07773,4,60,KRT07122
GB07774,12,80,KRT05717
GB07775,4,40,KRT02378
GB07776,1,50,KRT03777
GB07777,19,40,KRT06021
GB07778,20,72,KRT07082
GB07779,14,80,KRT04159
GB07780,5,50,KRT09404
GB07781,10,50,KRT09137
GB07782,7,72,KRT05854
GB07783,10,50,KRT08682
GB07784,17,60,KRT06307
GB07785,8,72,KRT07854
GB07786,8,60,KRT09010
GB07787,11,40,KRT03992
GB07788,1,50,KRT07350
GB07789,16,50,KRT01300
GB07790,15,80,KRT03349
GB07791,3,72,KRT02595
GB07792,12,40,KRT05407
GB07793,12,50,KRT02588
GB07794,14,72,KRT09935
GB07795,5,60,KRT05001
GB07796,17,50,KRT07633
GB07797,5,72,KRT09149
GB07798,15,72,KRT09654
GB07799,8,80,KRT08627
GB07800,19,60,KRT09741
GB07801,3,50,KRT08628
GB07802,14,72,KRT02716
GB07803,17,72,KRT07867
GB07804,9,72,KRT08821
GB07805,13,80,KRT01368
GB07806,2,60,KRT00296
GB07807,15,72,KRT02710
GB07808,20,72,KRT06241
GB07809,11,50,KRT04616
GB07810,4,60,KRT07964
GB07811,8,40,KRT08418
GB07812,2,50,KRT00300
GB07813,10,40,KRT04324
GB07814,3,40,KRT07540
GB07815,4,80,KRT01132
GB07816,5,80,KRT04585
GB07817,8,50,KRT07478
GB07818,2,50,KRT06920
GB07819,12,72,KRT08669
GB07820,4,60,KRT06483
GB07821,8,60,KRT05208
GB07822,1,40,KRT09543
GB07823,7,60,KRT03425
GB07824,3,40,KRT00498
GB07825,4,60,KRT08375
GB07826,10,60,KRT06483
GB07827,15,50,KRT01502
GB07828,8,72,KRT00943
GB07829,2,40,KRT07556
GB07830,9,80,KRT03123
GB07831,3,72,KRT05890
GB07832,14,40,KRT08187
GB07833,8,40,KRT03030
GB07834,4,72,KRT03492
GB07835,15,50,KRT03868
GB07836,20,72,KRT00726
GB07837,3,40,KRT01601
GB07838,10,80,KRT02815
GB07839,14,50,KRT01258
GB07840,18,80,KRT02590
GB07841,6,60,KRT00255
GB07842,1,72,KRT01268
GB07843,7,80,KRT06247
GB07844,11,60,KRT09725
GB07845,14,72,KRT00869
GB07846,6,60,KRT01393
GB07847,9,50,KRT05594
GB07848,18,40,KRT04535
GB07849,16,40,KRT01051
GB07850,18,40,KRT00534
GB07851,10,60,KRT00862
GB07852,3,60,KRT03972
GB07853,3,40,KRT09375
GB07854,11,80,KRT06660
GB07855,2,50,KRT07896
GB07856,13,80,KRT03122
GB07857,9,72,KRT07942
GB07858,20,72,KRT06835
GB07859,2,60,KRT04206
GB07860,17,60,KRT06161
GB07861,5,60,KRT07737
GB07862,12,40,KRT04479
GB07863,6,50,KRT05073
GB07864,13,60,KRT00933
GB07865,13,80,KRT04317
GB07866,17,72,KRT01797
GB07867,16,60,KRT04225
GB07868,4,80,KRT02611
GB07869,16,72,KRT01792
GB07870,4,60,KRT09204
GB07871,18,40,KRT06270
GB07872,2,60,KRT09116
GB07873,1,40,KRT09299
GB07874,16,60,KRT05802
GB07875,16,40,KRT09121
GB07876,6,72,KRT08060
GB07877,18,72,KRT05343
GB07878,2,60,KRT04438
GB07879,10,40,KRT04899
GB07880,9,50,KRT04270
GB07881,5,72,KRT08089
GB07882,1,80,KRT08828
GB07883,2,60,KRT00715
GB07884,3,60,KRT02030
GB07885,8,72,KRT08386
GB07886,14,50,KRT06730
GB07887,17,60,KRT07279
GB07888,2,60,KRT02343
GB07889,9,40,KRT06734
GB07890,19,80,KRT01908
GB07891,10,50,KRT00092
GB07892,15,72,KRT08831
GB07893,3,72,KRT00174
GB07894,2,72,KRT08764
GB07895,3,60,KRT03604
GB07896,14,60,KRT09450
GB07897,16,50,KRT03697
GB07898,20,72,KRT06414
GB07899,14,40,KRT00777
GB07900,11,60,KRT01991
GB07901,15,40,KRT05283
GB07902,2,40,KRT08099
GB07903,14,40,KRT01317
GB07904,15,60,KRT01817
GB07905,18,40,KRT00090
GB07906,15,72,KRT09071
GB07907,9,50,KRT08306
GB07908,10,60,KRT05941
GB07909,15,72,KRT01682
GB07910,17,72,KRT07917
GB07911,16,40,KRT07102
GB07912,14,72,KRT02151
GB07913,3,80,KRT02611
GB07914,6,80,KRT03811
GB07915,10,80,KRT01923
GB07916,9,50,KRT00175
GB07917,19,50,KRT01815
GB07918,12,50,KRT07414
GB07919,6,60,KRT07951
GB07920,18,50,KRT03216
GB07921,14,72,KRT04594
GB07922,2,80,KRT09441
GB07923,4,50,KRT00737
GB07924,12,80,KRT09569
GB07925,9,60,KRT07624
GB07926,13,80,KRT08740
GB07927,18,40,KRT01485
GB07928,6,50,KRT05608
GB07929,13,50,KRT00997
GB07930,18,50,KRT06799
GB07931,4,40,KRT09165
GB07932,18,40,KRT02437
GB07933,12,72,KRT00631
GB07934,3,72,KRT02760
GB07935,2,72,KRT03948
GB07936,15,40,KRT03711
GB07937,12,60,KRT05763
GB07938,20,40,KRT05211
GB07939,4,72,KRT07179
GB07940,13,40,KRT07137
GB07941,14,50,KRT09381
GB07942,13,60,KRT08876
GB07943,13,50,KRT06321
GB07944,2,50,KRT05895
GB07945,8,72,KRT08413
GB07946,16,50,KRT02365
GB07947,2,80,KRT02428
GB07948,6,60,KRT04521
GB07949,12,40,KRT09005
GB07950,1,72,KRT04395
GB07951,1,80,KRT07196
GB07952,18,72,KRT03348
GB07953,18,72,KRT01588
GB07954,18,50,KRT04711
GB07955,4,40,KRT00834
GB07956,1,72,KRT06382
GB07957,11,80,KRT04799
GB07958,17,60,KRT03947
GB07959,19,50,KRT00448
GB07960,1,60,KRT07055
GB07961,2,50,KRT05132
GB07962,14,40,KRT08744
GB07963,20,72,KRT00626
GB07964,13,60,KRT09261
GB07965,8,72,KRT06111
GB07966,20,40,KRT04664
GB07967,10,72,KRT00835
GB07968,11,80,KRT03975
GB07969,2,60,KRT07699
GB07970,1,50,KRT08005
GB07971,17,80,KRT00387
GB07972,6,72,KRT06971
GB07973,9,60,KRT01861
GB07974,7,40,KRT00783
GB07975,11,40,KRT01938
GB07976,20,80,KRT05371
GB07977,16,60,KRT04896
GB07978,16,50,KRT08883
GB07979,17,40,KRT08880
GB07980,10,50,KRT07942
GB07981,10,40,KRT06272
GB07982,6,80,KRT02697
GB07983,17,60,KRT00044
GB07984,15,50,KRT05644
GB07985,11,50,KRT03012
GB07986,1,60,KRT02295
GB07987,18,60,KRT01196
GB07988,11,60,KRT00919
GB07989,4,50,KRT05399
GB07990,6,60,KRT07670
GB07991,3,40,KRT07172
GB07992,18,80,KRT07766
GB07993,12,40,KRT05922
GB07994,4,50,KRT01973
GB07995,17,60,KRT01439
GB07996,17,40,KRT05880
GB07997,3,60,KRT01669
GB07998,5,40,KRT00054
GB07999,16,60,KRT00684
GB08000,9,60,KRT01110
GB08001,11,72,KRT09511
GB08002,20,50,KRT03544
GB08003,5,72,KRT06672
GB08004,20,50,KRT06270
GB08005,18,80,KRT09567
GB08006,9,72,KRT03705
GB08007,17,72,KRT03328
GB08008,2,80,KRT02472
GB08009,12,50,KRT03337
GB08010,20,40,KRT06152
GB08011,2,60,KRT06763
GB08012,7,72,KRT00744
GB08013,15,40,KRT02437
GB08014,10,40,KRT03336
GB08015,16,50,KRT09991
GB08016,10,80,KRT01419
GB08017,5,60,KRT08769
GB08018,3,80,KRT03635
GB08019,14,72,KRT09480
GB08020,10,50,KRT07057
GB08021,10,50,KRT07005
GB08022,12,50,KRT01377
GB08023,10,60,KRT09768
GB08024,9,60,KRT06893
GB08025,18,40,KRT06032
GB08026,2,80,KRT09563
GB08027,11,40,KRT04810
GB08028,13,50,KRT01767
GB08029,18,72,KRT09021
GB08030,19,72,KRT06732
GB08031,8,50,KRT00760
GB08032,5,50,KRT00129
GB08033,9,50,KRT03444
GB08034,8,50,KRT08490
GB08035,17,50,KRT01699
GB08036,19,72,KRT00067
GB08037,5,60,KRT00444
GB08038,20,50,KRT08121
GB08039,1,60,KRT00095
GB08040,1,60,KRT04017
GB08041,18,72,KRT06219
GB08042,14,80,KRT04968
GB08043,15,40,KRT08187
GB08044,5,72,KRT00702
GB08045,6,72,KRT05153
GB08046,16,80,KRT09929
GB08047,14,72,KRT03319
GB08048,14,80,KRT00475
GB08049,12,50,KRT07955
GB08050,7,80,KRT00949
GB08051,18,80,KRT02413
GB08052,7,50,KRT00708
GB08053,19,72,KRT00485
GB08054,3,80,KRT09516
GB08055,18,50,KRT04827
GB08056,15,72,KRT00826
GB08057,15,60,KRT01627
GB08058,17,72,KRT02271
GB08059,4,40,KRT09232
GB08060,17,72,KRT03083
GB08061,13,72,KRT08641
GB08062,6,80,KRT01115
GB08063,14,80,KRT09405
GB08064,13,40,KRT00226
GB08065,13,72,KRT08261
GB08066,17,40,KRT02616
GB08067,16,80,KRT00770
GB08068,10,50,KRT06054
GB08069,6,80,KRT04363
GB08070,13,60,KRT08251
GB08071,1,72,KRT08945
GB08072,3,72,KRT09778
GB08073,5,50,KRT04678
GB08074,4,80,KRT09989
GB08075,15,80,KRT07256
GB08076,1,50,KRT02021
GB08077,2,80,KRT01021
GB08078,17,50,KRT04332
GB08079,18,40,KRT08947
GB08080,12,60,KRT04218
GB08081,17,72,KRT09028
GB08082,19,40,KRT04452
GB08083,18,50,KRT03153
GB08084,9,72,KRT05216
GB08085,18,72,KRT07502
GB08086,5,72,KRT00982
GB08087,6,40,KRT03548
GB08088,3,80,KRT00485
GB08089,14,72,KRT06800
GB08090,10,40,KRT05246
GB08091,20,80,KRT07808
GB08092,10,50,KRT00399
GB08093,17,72,KRT09106
GB08094,1,50,KRT07294
GB08095,17,50,KRT05480
GB08096,8,72,KRT01752
GB08097,5,72,KRT08617
GB08098,17,72,KRT00379
GB08099,10,40,KRT05467
GB08100,11,72,KRT08856
GB08101,4,50,KRT07203
GB08102,7,40,KRT04649
GB08103,6,40,KRT07832
GB08104,11,72,KRT02254
GB08105,9,72,KRT09736
GB08106,20,60,KRT04130
GB08107,8,50,KRT01823
GB08108,16,80,KRT02606
GB08109,15,50,KRT00640
GB08110,12,80,KRT07825
GB08111,14,72,KRT02210
GB08112,2,80,KRT05062
GB08113,1,72,KRT08534
GB08114,9,72,KRT04147
GB08115,1,40,KRT05441
GB08116,15,72,KRT04822
GB08117,14,72,KRT02276
GB08118,4,80,KRT07960
GB08119,17,60,KRT07004
GB08120,11,50,KRT05179
GB08121,11,60,KRT02453
GB08122,9,60,KRT09212
GB08123,14,72,KRT07446
GB08124,6,80,KRT02928
GB08125,19,80,KRT00899
GB08126,15,50,KRT02217
GB08127,14,72,KRT04446
GB08128,2,72,KRT00385
GB08129,4,60,KRT04257
GB08130,4,50,KRT08467
GB08131,6,72,KRT03824
GB08132,18,72,KRT08808
GB08133,17,50,KRT03877
GB08134,20,50,KRT03325
GB08135,18,80,KRT08598
GB08136,13,50,KRT02542
GB08137,12,60,KRT06934
GB08138,17,72,KRT03060
GB08139,19,72,KRT07058
GB08140,3,40,KRT03714
GB08141,12,72,KRT06111
GB08142,16,60,KRT09088
GB08143,2,80,KRT05115
GB08144,7,72,KRT01298
GB08145,10,80,KRT02637
GB08146,14,50,KRT07882
GB08147,8,60,KRT00067
GB08148,13,40,KRT00857
GB08149,3,50,KRT07012
GB08150,14,60,KRT06396
GB08151,2,80,KRT07110
GB08152,3,60,KRT09911
GB08153,2,80,KRT01370
GB08154,1,40,KRT09787
GB08155,4,72,KRT06427
GB08156,12,80,KRT05294
GB08157,10,60,KRT05096
GB08158,8,40,KRT00896
GB08159,4,72,KRT08503
GB08160,9,72,KRT02135
GB08161,16,60,KRT02561
GB08162,1,60,KRT02964
GB08163,5,60,KRT09010
GB08164,19,80,KRT07500
GB08165,7,40,KRT08177
GB08166,7,50,KRT01786
GB08167,14,72,KRT06120
GB08168,13,80,KRT01737
GB08169,2,72,KRT00969
GB08170,18,72,KRT01077
GB08171,4,72,KRT01528
GB08172,7,60,KRT00016
GB08173,5,60,KRT00550
GB08174,1,72,KRT04420
GB08175,6,50,KRT07511
GB08176,14,60,KRT04018
GB08177,10,80,KRT05024
GB08178,14,60,KRT02297
GB08179,14,60,KRT00998
GB08180,11,50,KRT04661
GB08181,16,72,KRT04316
GB08182,3,40,KRT06738
GB08183,1,50,KRT08329
GB08184,12,80,KRT05774
GB08185,7,80,KRT08807
GB08186,16,60,KRT05885
GB08187,20,80,KRT08087
GB08188,11,80,KRT03069
GB08189,2,60,KRT01143
GB08190,12,60,KRT02682
GB08191,17,50,KRT03743
GB08192,2,40,KRT06544
GB08193,9,50,KRT00336
GB08194,8,50,KRT09882
GB08195,16,72,KRT04576
GB08196,10,60,KRT03724
GB08197,8,50,KRT09719
GB08198,10,60,KRT07481
GB08199,17,72,KRT08174
GB08200,10,40,KRT04833
GB08201,16,72,KRT02122
GB08202,9,72,KRT04489
GB08203,20,72,KRT02464
GB08204,17,50,KRT04847
GB08205,4,80,KRT00167
GB08206,14,72,KRT01221
GB08207,1,40,KRT09773
GB08208,19,72,KRT09160
GB08209,10,60,KRT02847
GB08210,20,80,KRT02705
GB08211,19,80,KRT04058
GB08212,3,72,KRT04255
GB08213,5,40,KRT02109
GB08214,17,50,KRT06942
GB08215,12,80,KRT05713
GB08216,20,72,KRT00825
GB08217,6,60,KRT08450
GB08218,19,40,KRT00029
GB08219,11,60,KRT07694
GB08220,19,80,KRT09305
GB08221,3,60,KRT08664
GB08222,9,50,KRT04334
GB08223,12,72,KRT05739
GB08224,4,50,KRT03653
GB08225,10,50,KRT04346
GB08226,9,40,KRT07658
GB08227,1,80,KRT00330
GB08228,14,50,KRT01166
GB08229,8,80,KRT05387
GB08230,20,60,KRT03911
GB08231,11,72,KRT08846
GB08232,9,60,KRT00337
GB08233,16,50,KRT02024
GB08234,5,80,KRT02680
GB08235,3,40,KRT01170
GB08236,6,72,KRT05056
GB08237,5,40,KRT08371
GB08238,3,60,KRT04195
GB08239,9,72,KRT09071
GB08240,17,80,KRT03563
GB08241,15,72,KRT00850
GB08242,16,40,KRT06061
GB08243,1,72,KRT00412
GB08244,20,60,KRT00328
GB08245,13,50,KRT06306
GB08246,7,50,KRT07271
GB08247,13,50,KRT04184
GB08248,7,50,KRT07003
GB08249,11,72,KRT02506
GB08250,1,72,KRT09935
GB08251,17,40,KRT04184
GB08252,16,40,KRT07886
GB08253,17,80,KRT03959
GB08254,15,80,KRT08473
GB08255,16,72,KRT05388
GB08256,6,50,KRT09649
GB08257,20,72,KRT03198
GB08258,13,80,KRT01784
GB08259,17,60,KRT05931
GB08260,9,60,KRT01764
GB08261,19,80,KRT03679
GB08262,17,60,KRT07412
GB08263,19,50,KRT08640
GB08264,6,72,KRT02406
GB08265,20,40,KRT01649
GB08266,14,60,KRT01715
GB08267,11,80,KRT09459
GB08268,11,50,KRT07892
GB08269,10,72,KRT08903
GB08270,16,40,KRT05917
GB08271,11,50,KRT03164
GB08272,7,40,KRT07307
GB08273,19,50,KRT01168
GB08274,7,60,KRT08112
GB08275,11,72,KRT01042
GB08276,20,72,KRT01553
GB08277,15,72,KRT05911
GB08278,2,50,KRT01845
GB08279,1,40,KRT00711
GB08280,6,72,KRT08657
GB08281,14,60,KRT09226
GB08282,12,80,KRT07604
GB08283,2,40,KRT05752
GB08284,4,50,KRT05335
GB08285,8,80,KRT00876
GB08286,14,50,KRT01566
GB08287,20,40,KRT05422
GB08288,7,72,KRT06277
GB08289,20,50,KRT02796
GB08290,18,72,KRT09430
GB08291,6,72,KRT04702
GB08292,13,50,KRT02933
GB08293,13,80,KRT07795
GB08294,11,50,KRT01456
GB08295,3,60,KRT02680
GB08296,9,50,KRT08832
GB08297,16,50,KRT00431
GB08298,15,60,KRT07309
GB08299,20,50,KRT01590
GB08300,10,60,KRT04114
GB08301,20,60,KRT01885
GB08302,19,80,KRT06154
GB08303,9,60,KRT09416
GB08304,13,50,KRT04305
GB08305,7,80,KRT04554
GB08306,1,80,KRT02312
GB08307,16,72,KRT01220
GB08308,12,72,KRT03745
GB08309,14,80,KRT05430
GB08310,1,72,KRT00964
GB08311,11,40,KRT08875
GB08312,5,60,KRT01453
GB08313,4,40,KRT03138
GB08314,3,80,KRT07120
GB08315,15,50,KRT00311
GB08316,16,60,KRT09488
GB08317,4,60,KRT04552
GB08318,12,72,KRT07040
GB08319,3,80,KRT06688
GB08320,13,72,KRT06168
GB08321,1,40,KRT05455
GB08322,2,60,KRT03844
GB08323,9,40,KRT01330
GB08324,1,50,KRT06426
GB08325,12,60,KRT07432
GB08326,13,60,KRT07561
GB08327,12,72,KRT06469
GB08328,12,72,KRT03156
GB08329,5,80,KRT07809
GB08330,16,60,KRT01370
GB08331,2,60,KRT00045
GB08332,14,80,KRT05316
GB08333,20,40,KRT02489
GB08334,8,50,KRT00894
GB08335,20,60,KRT06984
GB08336,6,40,KRT05090
GB08337,16,40,KRT06852
GB08338,4,72,KRT05480
GB08339,8,72,KRT03601
GB08340,1,60,KRT03340
GB08341,10,50,KRT08900
GB08342,20,40,KRT08041
GB08343,17,40,KRT06847
GB08344,5,80,KRT03317
GB08345,2,80,KRT06191
GB08346,4,60,KRT00921
GB08347,16,40,KRT00828
GB08348,14,72,KRT01995
GB08349,13,80,KRT00895
GB08350,8,72,KRT07531
GB08351,2,60,KRT09441
GB08352,2,60,KRT01941
GB08353,4,72,KRT09407
GB08354,16,72,KRT09975
GB08355,14,50,KRT01703
GB08356,20,80,KRT04671
GB08357,14,72,KRT00529
GB08358,19,80,KRT06345
GB08359,2,80,KRT07557
GB08360,9,80,KRT06885
GB08361,3,50,KRT02451
GB08362,20,80,KRT03588
GB08363,1,80,KRT08030
GB08364,18,80,KRT05095
GB08365,16,72,KRT09228
GB08366,18,80,KRT08270
GB08367,5,60,KRT03552
GB08368,15,60,KRT06608
GB08369,17,72,KRT08813
GB08370,14,50,KRT07324
GB08371,9,80,KRT03071
GB08372,8,40,KRT00586
GB08373,19,72,KRT01062
GB08374,11,60,KRT07998
GB08375,11,80,KRT05816
GB08376,1,40,KRT03186
GB08377,7,72,KRT07411
GB08378,5,40,KRT01076
GB08379,11,72,KRT07309
GB08380,17,40,KRT04539
GB08381,1,80,KRT02612
GB08382,18,50,KRT04814
GB08383,13,60,KRT09980
GB08384,4,50,KRT07363
GB08385,3,72,KRT05343
GB08386,2,80,KRT04564
GB08387,6,50,KRT01734
GB08388,12,80,KRT06690
GB08389,8,72,KRT08826
GB08390,3,50,KRT01936
GB08391,20,40,KRT05974
GB08392,4,80,KRT01222
GB08393,8,72,KRT09507
GB08394,1,40,KRT04519
GB08395,15,80,KRT00790
GB08396,10,72,KRT05002
GB08397,10,80,KRT04289
GB08398,2,60,KRT08952
GB08399,3,60,KRT01610
